Principal Component 1,Principal Component 2
0.06676616093168365,-4.767333494649334
1.2894911226092598,-4.922655569895437
2.813025163933103,-5.828392728640995
4.181531432210556,-6.781573220825046
4.793187551626775,-7.366101763678549
4.661475821478529,-8.115944411502845
4.924734393169664,-8.707294491415686
-3.943966433267095,5.230794305732221
-3.3906769858155994,4.182897702316983
2.8325248458932135,-1.40270807352503
1.4388447721665183,-1.8009170703318453
1.1298257585959293,-1.6877203882467802
-0.11886323511734845,-2.478748299784934
-1.5334130798655183,-3.0258949719732424
-1.8161678164605934,-3.267897238908724
-4.353193918241561,-4.013643528794132
-3.85734842257593,-3.690490208975605
-3.7823698785450213,-3.151397541804594
-4.863364448667454,-1.938933785971493
-6.0652538674713705,-0.8875655839659774
-7.256835369852387,-1.1551421316677233
-7.432235853834107,-1.1170979555670548
8.132119913568024,6.297764663235061
6.949937093830145,6.232746616075609
5.185543048885425,6.316679352550718
4.182348768739172,6.079025358804425
-8.094581000266505,-2.1029486129798625
-8.33850516230048,-2.45328442676652
15.399374275531802,11.181068070258467
16.15263072940368,10.566420676732488
-0.6525187141163663,4.049867606869794
0.10662413967374802,3.3494922413112778
0.6771125327317811,2.7431328540911175
-1.99577166767743,1.1819518513421496
5.05964037666551,6.193254634172497
8.617559863463384,4.675636464386867
11.974199027345822,1.3779113610988516
13.206106367268617,-1.19591556467257
12.703668447108791,-2.9445206196986837
12.28485627878781,-4.221772063941999
11.215448919583574,-4.800596935080017
10.322936674037079,-5.031833433123292
8.281022917711887,-5.154497235266774
4.940831265524213,-5.185299534788497
-2.546060465611413,-3.720876735182468
-1.1444819009811371,-4.050094049311714
-1.7855137293028733,-4.7924665379585365
-1.6393449838929357,-6.3405783631602235
-2.5703160561294007,-7.380400611378986
-4.508473278939729,-7.306223210548183
2.5556622426945816,7.23080793334111
4.033295086500749,7.0703890878187945
5.432420428006028,7.319336398696502
6.255764797286298,6.107022082657333
6.272420653763313,5.4346016623478395
1.7228854257002633,2.1897077535630456
-1.273924658987842,2.077437562041102
7.649827619646877,10.429514330315545
9.011117619538702,8.393178594908843
7.3489709028465535,7.983641910321559
5.982181799814168,7.492807942124925
5.737911493400866,6.973432099857389
4.998612367288893,6.6967611195988415
6.150443981983539,5.719537121267027
6.628839078394249,6.024743596656512
6.4206992009660855,6.4497191546189
1.3348726758760707,5.1921574917767686
-1.5747249959484095,4.107796124378059
3.022813459416592,4.592344351410532
3.624157015824887,4.041913430188105
1.462725295450599,5.179905597070616
1.1157838675359664,6.019153637159476
5.859177116032642,6.696795798441697
4.723939290785622,5.3261588936916295
4.2539424177394745,5.097869173078064
3.5089209552232052,4.868954966353353
-7.018499842797412,-3.7108988754749
2.79712525646835,-0.8968802566864531
4.275846077250009,-0.8449294667867929
4.040622404369766,-1.421289089994875
2.8663138135286146,-2.6069335083788348
1.0670568631865276,-2.042738792931761
-8.657159045403327,-3.843487464289643
-7.575578804012534,-4.639025334492532
-6.942278868205857,-5.279019370538971
-7.048301528753642,-5.631698148998542
-7.210722271677675,-6.235671112229866
-8.777478237624894,-5.9091665337050046
4.913397812091788,3.6607643862424424
7.683689646129698,3.146589925861329
8.602196205311843,3.062989748680882
9.797750354827075,2.3050287577072086
10.400460476208687,1.5150245550571932
10.759048999913679,1.2105103031989963
11.407239687772567,0.7322063112530952
11.036234557410847,0.715894912473433
10.787924724367151,0.3511376568994016
9.970079289838633,0.12014634581033534
9.089117974514547,-0.40451864537639903
7.230852166128438,-1.0262839548494278
6.246470714506696,-1.3681209297548333
4.914999774831599,-1.6416709707905826
3.89481957617994,-1.5060894838151844
3.0292969641102085,-1.4310697436668718
0.8175673276454749,-1.2797592869534378
-1.7901159477507598,-1.5844486833484177
-3.0233309750536623,-3.87301232272172
-1.7336304900583022,-3.9596379422399863
-0.5263274655677206,-4.868547724819936
0.18387334063932054,-5.225811460438689
-2.8574793100632663,-5.60173692437252
1.397986803906203,-7.853302046457575
1.3741421288444389,-8.37597110131753
0.5302472527957247,-8.371339926300722
0.34496117131006143,-8.94724398106315
-0.8759193033515302,-8.013131587988598
-1.6650824428802857,-7.49333630356288
-2.344544055770617,-7.289893087114461
-3.3674914135215244,-7.543881257579329
-6.052505067874692,-7.798614976131589
6.288191146716543,1.4373399683307972
4.848641320260423,1.3351121127460568
5.469509105191603,0.834299775903426
5.895330969924917,0.46647238394835444
5.965886528232858,-0.45500448793786524
4.162686723518298,-1.3893469397508136
1.515613421694108,7.303332223834765
3.3841567286677163,7.9920614484153
4.3139597403996275,8.87429647384585
4.206673758667974,8.325631495722929
3.1455890884590003,8.174136728113455
0.8658673184184472,7.687441681345318
3.483329445656921,-4.51636999430931
2.6919294118754937,-4.379631786080166
2.3412861091174846,-3.8329303226889064
2.9219997840744503,-3.126522706833162
3.8587226597739788,-4.027780187162435
4.0141813403518025,-4.978737907707196
3.177027286088955,-6.084260334186686
-3.0447246708012923,-6.222959411940904
-5.365225553229045,1.1290932841007673
-5.01155069908062,-0.13482876304578686
-6.162583276116721,-0.6095137291262711
-7.163420540171815,-1.1897643150498065
8.152634029209482,1.7671794871109858
10.554326136744285,0.3976531213753852
11.751449494324243,-0.6960038084765886
11.401771114117354,-1.0844732658111782
12.02636400745018,-1.248282796751798
11.039631604863487,-1.8366160371179858
9.925777559736824,-2.0438623062247654
9.34322668152964,-2.5686992927161527
7.223697931709804,-2.6972240831287606
6.185475219505876,-2.281257204555122
6.089498143308396,-2.1844483759340307
5.900792486627125,-2.234319474978673
4.9562306671273015,-2.478777919959255
2.908750198849779,-2.6342821824287883
-0.5866806791853707,-3.0405466237423684
-4.681227722127553,-3.3204259303567407
0.0959072111572774,1.2013143705998128
2.077326085407118,0.9148511408876779
3.8613322936735117,0.6159720616876585
3.2990171537648627,0.055608458868753124
2.7136701880179492,0.12079745172128091
-2.2405744492289275,-1.1555616523034866
-4.88521283130447,-2.0959184216903015
-2.3654787682500364,6.984518641839965
-3.7310126567640727,5.905847194767074
-1.0696411240032642,7.585157641413624
